#####################################################################
#                 NEPTUNE Txys interpolation data                   #
#####################################################################
#	      MJD           x                   y                s
        53198.0  0.000421245012213  0.32982024593D-04 -0.13734306D-07
        53198.5  0.000421424511411  0.32913542390D-04 -0.13716977D-07
        53199.0  0.000421622006448  0.32852760817D-04 -0.13700985D-07
        53199.5  0.000421835706851  0.32803661588D-04 -0.13687203D-07
        53200.0  0.000422063246593  0.32769739701D-04 -0.13676406D-07
        53200.5  0.000422301762494  0.32753917823D-04 -0.13669255D-07
        53201.0  0.000422547980714  0.32758467465D-04 -0.13666273D-07
        53201.5  0.000422798313447  0.32784937593D-04 -0.13667838D-07
        53202.0  0.000423048967657  0.32834093413D-04 -0.13674163D-07
        53202.5  0.000423296066677  0.32905870093D-04 -0.13685291D-07
        53203.0  0.000423535783679  0.32999347263D-04 -0.13701088D-07
        53203.5  0.000423764483874  0.33112749680D-04 -0.13721244D-07
        53204.0  0.000423978870650  0.33243477715D-04 -0.13745276D-07
        53204.5  0.000424176129903  0.33388169315D-04 -0.13772537D-07
        53205.0  0.000424354066727  0.33542793488D-04 -0.13802236D-07
        53205.5  0.000424511228729  0.33702774574D-04 -0.13833450D-07
        53206.0  0.000424647010290  0.33863145958D-04 -0.13865160D-07
        53206.5  0.000424761732111  0.34018730925D-04 -0.13896278D-07
        53207.0  0.000424856690625  0.34164346717D-04 -0.13925688D-07
        53207.5  0.000424934172599  0.34295026064D-04 -0.13952288D-07
        53208.0  0.000424997431319  0.34406249286D-04 -0.13975043D-07
        53208.5  0.000425050621615  0.34494179882D-04 -0.13993037D-07
        53209.0  0.000425098691085  0.34555896915D-04 -0.14005525D-07
        53209.5  0.000425147224292  0.34589617254D-04 -0.14011990D-07
        53210.0  0.000425202236030  0.34594898817D-04 -0.14012200D-07
        53210.5  0.000425269910107  0.34572811993D-04 -0.14006250D-07
        53211.0  0.000425356282386  0.34526061104D-04 -0.13994602D-07
        53211.5  0.000425466871713  0.34459032501D-04 -0.13978107D-07
        53212.0  0.000425606269931  0.34377742183D-04 -0.13957998D-07
        53212.5  0.000425777712572  0.34289655248D-04 -0.13935858D-07
        53213.0  0.000425982664636  0.34203353694D-04 -0.13913552D-07
        53213.5  0.000426220469718  0.34128040258D-04 -0.13893116D-07
        53214.0  0.000426488122475  0.34072886029D-04 -0.13876613D-07
        53214.5  0.000426780228585  0.34046258688D-04 -0.13865958D-07
        53215.0  0.000427089206858  0.34054902899D-04 -0.13862735D-07
        53215.5  0.000427405760943  0.34103176310D-04 -0.13868020D-07
        53216.0  0.000427719604206  0.34192462460D-04 -0.13882245D-07
        53216.5  0.000428020368986  0.34320874778D-04 -0.13905124D-07
        53217.0  0.000428298584434  0.34483329128D-04 -0.13935666D-07
        53217.5  0.000428546580623  0.34672000696D-04 -0.13972265D-07
        53218.0  0.000428759181316  0.34877108927D-04 -0.14012866D-07
        53218.5  0.000428934084853  0.35087911399D-04 -0.14055187D-07
        53219.0  0.000429071892757  0.35293751810D-04 -0.14096934D-07
        53219.5  0.000429175812035  0.35485007978D-04 -0.14136014D-07
        53220.0  0.000429251111729  0.35653820205D-04 -0.14170691D-07
        53220.5  0.000429304444243  0.35794535912D-04 -0.14199683D-07
        53221.0  0.000429343143599  0.35903865460D-04 -0.14222200D-07
        53221.5  0.000429374591407  0.35980791330D-04 -0.14237925D-07
        53222.0  0.000429405707690  0.36026299709D-04 -0.14246968D-07
        53222.5  0.000429442589200  0.36043009604D-04 -0.14249786D-07
        53223.0  0.000429490290532  0.36034765409D-04 -0.14247108D-07
        53223.5  0.000429552726375  0.36006241899D-04 -0.14239853D-07
        53224.0  0.000429632665937  0.35962592437D-04 -0.14229062D-07
        53224.5  0.000429731790064  0.35909155451D-04 -0.14215835D-07
        53225.0  0.000429850785091  0.35851222256D-04 -0.14201285D-07
        53225.5  0.000429989452947  0.35793861080D-04 -0.14186498D-07
        53226.0  0.000430146823235  0.35741787245D-04 -0.14172502D-07
        53226.5  0.000430321259092  0.35699267562D-04 -0.14160247D-07
        53227.0  0.000430510553878  0.35670047549D-04 -0.14150578D-07
        53227.5  0.000430712019542  0.35657292270D-04 -0.14144227D-07
        53228.0  0.000430922569746  0.35663534407D-04 -0.14141795D-07
        53228.5  0.000431138801852  0.35690625914D-04 -0.14143740D-07
        53229.0  0.000431357082063  0.35739691876D-04 -0.14150368D-07
        53229.5  0.000431573637915  0.35811087340D-04 -0.14161821D-07
        53230.0  0.000431784661799  0.35904360034D-04 -0.14178070D-07
        53230.5  0.000431986428160  0.36018224093D-04 -0.14198906D-07
        53231.0  0.000432175425169  0.36150551795D-04 -0.14223940D-07
        53231.5  0.000432348499123  0.36298391219D-04 -0.14252603D-07
        53232.0  0.000432503006964  0.36458017455D-04 -0.14284153D-07
        53232.5  0.000432636969544  0.36625023466D-04 -0.14317689D-07
        53233.0  0.000432749216139  0.36794454273D-04 -0.14352180D-07
        53233.5  0.000432839509180  0.36960985193D-04 -0.14386494D-07
        53234.0  0.000432908637531  0.37119141381D-04 -0.14419442D-07
        53234.5  0.000432958466887  0.37263552085D-04 -0.14449832D-07
        53235.0  0.000432991937213  0.37389228828D-04 -0.14476526D-07
        53235.5  0.000433012999837  0.37491852806D-04 -0.14498503D-07
        53236.0  0.000433026490577  0.37568053797D-04 -0.14514924D-07
        53236.5  0.000433037939804  0.37615661637D-04 -0.14525188D-07
        53237.0  0.000433053324822  0.37633911917D-04 -0.14528989D-07
        53237.5  0.000433078773895  0.37623589659D-04 -0.14526356D-07
        53238.0  0.000433120234402  0.37587097482D-04 -0.14517675D-07
        53238.5  0.000433183120131  0.37528437519D-04 -0.14503698D-07
        53239.0  0.000433271955063  0.37453098897D-04 -0.14485529D-07
        53239.5  0.000433390033382  0.37367845455D-04 -0.14464587D-07
        53240.0  0.000433539117982  0.37280402163D-04 -0.14442540D-07
        53240.5  0.000433719202118  0.37199044305D-04 -0.14421224D-07
        53241.0  0.000433928360592  0.37132101220D-04 -0.14402529D-07
        53241.5  0.000434162717024  0.37087396289D-04 -0.14388273D-07
        53242.0  0.000434416551225  0.37071656597D-04 -0.14380066D-07
        53242.5  0.000434682563785  0.37089938173D-04 -0.14379170D-07
        53243.0  0.000434952302257  0.37145123818D-04 -0.14386380D-07
        53243.5  0.000435216734314  0.37237557018D-04 -0.14401927D-07
        53244.0  0.000435466929374  0.37364873156D-04 -0.14425431D-07
        53244.5  0.000435694785846  0.37522074811D-04 -0.14455910D-07
        53245.0  0.000435893722320  0.37701870363D-04 -0.14491843D-07
        53245.5  0.000436059244631  0.37895257479D-04 -0.14531303D-07
        53246.0  0.000436189310952  0.38092292563D-04 -0.14572121D-07
        53246.5  0.000436284444227  0.38282953760D-04 -0.14612080D-07
        53247.0  0.000436347580211  0.38457987673D-04 -0.14649109D-07
        53247.5  0.000436383681306  0.38609633928D-04 -0.14681439D-07
        53248.0  0.000436399181264  0.38732146347D-04 -0.14707727D-07
        53248.5  0.000436401345813  0.38822068019D-04 -0.14727120D-07
        53249.0  0.000436397636156  0.38878260082D-04 -0.14739264D-07
        53249.5  0.000436395147988  0.38901720208D-04 -0.14744268D-07
        53250.0  0.000436400174034  0.38895249840D-04 -0.14742639D-07
        53250.5  0.000436417910496  0.38863036900D-04 -0.14735196D-07
        53251.0  0.000436452303551  0.38810215147D-04 -0.14722977D-07
        53251.5  0.000436506015168  0.38742447625D-04 -0.14707156D-07
        53252.0  0.000436580478823  0.38665564754D-04 -0.14688961D-07
        53252.5  0.000436676014246  0.38585271892D-04 -0.14669618D-07
        53253.0  0.000436791973679  0.38506928639D-04 -0.14650298D-07
        53253.5  0.000436926898066  0.38435393520D-04 -0.14632084D-07
        53254.0  0.000437078668261  0.38374922598D-04 -0.14615941D-07
        53254.5  0.000437244642577  0.38329108385D-04 -0.14602705D-07
        53255.0  0.000437421777228  0.38300845560D-04 -0.14593068D-07
        53255.5  0.000437606730263  0.38292311760D-04 -0.14587575D-07
        53256.0  0.000437795952394  0.38304954584D-04 -0.14586612D-07
        53256.5  0.000437985769918  0.38339479240D-04 -0.14590408D-07
        53257.0  0.000438172465770  0.38395834544D-04 -0.14599029D-07
        53257.5  0.000438352364812  0.38473197971D-04 -0.14612370D-07
        53258.0  0.000438521928777  0.38569963049D-04 -0.14630155D-07
        53258.5  0.000438677864889  0.38683734702D-04 -0.14651931D-07
        53259.0  0.000438817250113  0.38811340187D-04 -0.14677069D-07
        53259.5  0.000438937670269  0.38948864884D-04 -0.14704766D-07
        53260.0  0.000439037369915  0.39091723162D-04 -0.14734059D-07
        53260.5  0.000439115405145  0.39234774226D-04 -0.14763846D-07
        53261.0  0.000439171787437  0.39372490892D-04 -0.14792916D-07
        53261.5  0.000439207602948  0.39499185164D-04 -0.14820002D-07
        53262.0  0.000439225088946  0.39609288256D-04 -0.14843835D-07
        53262.5  0.000439227648280  0.39697674767D-04 -0.14863220D-07
        53263.0  0.000439219784903  0.39760011923D-04 -0.14877111D-07
        53263.5  0.000439206948913  0.39793106740D-04 -0.14884695D-07
        53264.0  0.000439195288202  0.39795218044D-04 -0.14885462D-07
        53264.5  0.000439191314656  0.39766298339D-04 -0.14879267D-07
        53265.0  0.000439201504216  0.39708133139D-04 -0.14866369D-07
        53265.5  0.000439231860124  0.39624353044D-04 -0.14847440D-07
        53266.0  0.000439287475581  0.39520305364D-04 -0.14823548D-07
        53266.5  0.000439372134639  0.39402786046D-04 -0.14796104D-07
        53267.0  0.000439487988095  0.39279646871D-04 -0.14766789D-07
        53267.5  0.000439635334912  0.39159305337D-04 -0.14737445D-07
        53268.0  0.000439812530334  0.39050193758D-04 -0.14709963D-07
        53268.5  0.000440016030885  0.38960189225D-04 -0.14686157D-07
        53269.0  0.000440240575344  0.38896067009D-04 -0.14667637D-07
        53269.5  0.000440479490694  0.38863017704D-04 -0.14655697D-07
        53270.0  0.000440725103591  0.38864263581D-04 -0.14651216D-07
        53270.5  0.000440969231083  0.38900803431D-04 -0.14654593D-07
        53271.0  0.000441203718789  0.38971307675D-04 -0.14665703D-07
        53271.5  0.000441420990170  0.39072176921D-04 -0.14683903D-07
        53272.0  0.000441614567031  0.39197766713D-04 -0.14708063D-07
        53272.5  0.000441779519816  0.39340768825D-04 -0.14736649D-07
        53273.0  0.000441912807863  0.39492725256D-04 -0.14767829D-07
        53273.5  0.000442013476146  0.39644636528D-04 -0.14799609D-07
        53274.0  0.000442082686584  0.39787613168D-04 -0.14829983D-07
        53274.5  0.000442123578412  0.39913511202D-04 -0.14857078D-07
        53275.0  0.000442140971131  0.40015491656D-04 -0.14879285D-07
        53275.5  0.000442140942072  0.40088451639D-04 -0.14895364D-07
        53276.0  0.000442130325095  0.40129290206D-04 -0.14904509D-07
        53276.5  0.000442116184496  0.40136993287D-04 -0.14906376D-07
        53277.0  0.000442105317503  0.40112544794D-04 -0.14901064D-07
        53277.5  0.000442103830229  0.40058691200D-04 -0.14889076D-07
        53278.0  0.000442116817725  0.39979601002D-04 -0.14871240D-07
        53278.5  0.000442148161990  0.39880466516D-04 -0.14848633D-07
        53279.0  0.000442200445735  0.39767093607D-04 -0.14822485D-07
        53279.5  0.000442274966953  0.39645516936D-04 -0.14794101D-07
        53280.0  0.000442371831452  0.39521666916D-04 -0.14764783D-07
        53280.5  0.000442490097658  0.39401102564D-04 -0.14735772D-07
        53281.0  0.000442627949317  0.39288813853D-04 -0.14708203D-07
        53281.5  0.000442782875896  0.39189089187D-04 -0.14683070D-07
        53282.0  0.000442951845925  0.39105438344D-04 -0.14661205D-07
        53282.5  0.000443131464109  0.39040558513D-04 -0.14643271D-07
        53283.0  0.000443318107952  0.38996330285D-04 -0.14629753D-07
        53283.5  0.000443508043672  0.38973831461D-04 -0.14620965D-07
        53284.0  0.000443697524145  0.38973358678D-04 -0.14617049D-07
        53284.5  0.000443882873726  0.38994449936D-04 -0.14617977D-07
        53285.0  0.000444060566020  0.39035904471D-04 -0.14623562D-07
        53285.5  0.000444227301103  0.39095799694D-04 -0.14633448D-07
        53286.0  0.000444380088362  0.39171507802D-04 -0.14647122D-07
        53286.5  0.000444516339997  0.39259717186D-04 -0.14663910D-07
        53287.0  0.000444633978374  0.39356466021D-04 -0.14682981D-07
        53287.5  0.000444731557719  0.39457197575D-04 -0.14703357D-07
        53288.0  0.000444808397172  0.39556848574D-04 -0.14723927D-07
        53288.5  0.000444864717730  0.39649982786D-04 -0.14743473D-07
        53289.0  0.000444901770519  0.39730980939D-04 -0.14760714D-07
        53289.5  0.000444921938293  0.39794294183D-04 -0.14774359D-07
        53290.0  0.000444928787283  0.39834760938D-04 -0.14783180D-07
        53290.5  0.000444927043753  0.39847976157D-04 -0.14786097D-07
        53291.0  0.000444922470814  0.39830688774D-04 -0.14782277D-07
        53291.5  0.000444921627648  0.39781189345D-04 -0.14771217D-07
        53292.0  0.000444931506264  0.39699638659D-04 -0.14752832D-07
        53292.5  0.000444959059355  0.39588282831D-04 -0.14727504D-07
        53293.0  0.000445010654097  0.39451504267D-04 -0.14696102D-07
        53293.5  0.000445091506426  0.39295672671D-04 -0.14659954D-07
        53294.0  0.000445205163331  0.39128785049D-04 -0.14620774D-07
        53294.5  0.000445353102609  0.38959914767D-04 -0.14580545D-07
        53295.0  0.000445534508437  0.38798520722D-04 -0.14541368D-07
        53295.5  0.000445746258422  0.38653691698D-04 -0.14505303D-07
        53296.0  0.000445983127979  0.38533412029D-04 -0.14474199D-07
        53296.5  0.000446238187557  0.38443930556D-04 -0.14449560D-07
        53297.0  0.000446503343739  0.38389296992D-04 -0.14432429D-07
        53297.5  0.000446769960983  0.38371103364D-04 -0.14423323D-07
        53298.0  0.000447029498080  0.38388439702D-04 -0.14422211D-07
        53298.5  0.000447274100588  0.38438048377D-04 -0.14428536D-07
        53299.0  0.000447497103852  0.38514644096D-04 -0.14441269D-07
        53299.5  0.000447693416834  0.38611357159D-04 -0.14458997D-07
        53300.0  0.000447859771693  0.38720254850D-04 -0.14480033D-07
        53300.5  0.000447994836111  0.38832897549D-04 -0.14502530D-07
        53301.0  0.000448099194622  0.38940890220D-04 -0.14524608D-07
        53301.5  0.000448175211860  0.39036395262D-04 -0.14544468D-07
        53302.0  0.000448226795576  0.39112578475D-04 -0.14560499D-07
        53302.5  0.000448259080899  0.39163966176D-04 -0.14571366D-07
        53303.0  0.000448278059942  0.39186697928D-04 -0.14576079D-07
        53303.5  0.000448290182625  0.39178666034D-04 -0.14574029D-07
        53304.0  0.000448301955272  0.39139539822D-04 -0.14565007D-07
        53304.5  0.000448319562949  0.39070679941D-04 -0.14549195D-07
        53305.0  0.000448348539077  0.38974955139D-04 -0.14527126D-07
        53305.5  0.000448393501501  0.38856480873D-04 -0.14499635D-07
        53306.0  0.000448457967768  0.38720304466D-04 -0.14467792D-07
        53306.5  0.000448544254776  0.38572064378D-04 -0.14432821D-07
        53307.0  0.000448653460054  0.38417650727D-04 -0.14396030D-07
        53307.5  0.000448785515112  0.38262890553D-04 -0.14358735D-07
        53308.0  0.000448939296477  0.38113275416D-04 -0.14322193D-07
        53308.5  0.000449112777518  0.37973742073D-04 -0.14287555D-07
        53309.0  0.000449303203972  0.37848510403D-04 -0.14255822D-07
        53309.5  0.000449507277570  0.37740977264D-04 -0.14227814D-07
        53310.0  0.000449721334926  0.37653660750D-04 -0.14204163D-07
        53310.5  0.000449941512316  0.37588186307D-04 -0.14185301D-07
        53311.0  0.000450163890836  0.37545304484D-04 -0.14171464D-07
        53311.5  0.000450384620155  0.37524929706D-04 -0.14162700D-07
        53312.0  0.000450600022310  0.37526190485D-04 -0.14158882D-07
        53312.5  0.000450806679272  0.37547483741D-04 -0.14159717D-07
        53313.0  0.000451001509280  0.37586528807D-04 -0.14164756D-07
        53313.5  0.000451181837319  0.37640419651D-04 -0.14173408D-07
        53314.0  0.000451345464961  0.37705676508D-04 -0.14184942D-07
        53314.5  0.000451490744220  0.37778300411D-04 -0.14198501D-07
        53315.0  0.000451616659025  0.37853836360D-04 -0.14213111D-07
        53315.5  0.000451722915996  0.37927453271D-04 -0.14227690D-07
        53316.0  0.000451810042971  0.37994051065D-04 -0.14241074D-07
        53316.5  0.000451879489235  0.38048406678D-04 -0.14252047D-07
        53317.0  0.000451933715780  0.38085370301D-04 -0.14259380D-07
        53317.5  0.000451976257979  0.38100119954D-04 -0.14261899D-07
        53318.0  0.000452011737555  0.38088475728D-04 -0.14258554D-07
        53318.5  0.000452045796902  0.38047264510D-04 -0.14248512D-07
        53319.0  0.000452084928291  0.37974711753D-04 -0.14231252D-07
        53319.5  0.000452136175587  0.37870820110D-04 -0.14206657D-07
        53320.0  0.000452206699135  0.37737678307D-04 -0.14175095D-07
        53320.5  0.000452303216511  0.37579632474D-04 -0.14137460D-07
        53321.0  0.000452431361126  0.37403252281D-04 -0.14095172D-07
        53321.5  0.000452595031554  0.37217041235D-04 -0.14050111D-07
        53322.0  0.000452795827736  0.37030875876D-04 -0.14004497D-07
        53322.5  0.000453032676396  0.36855207824D-04 -0.13960710D-07
        53323.0  0.000453301730424  0.36700114884D-04 -0.13921073D-07
        53323.5  0.000453596586140  0.36574327825D-04 -0.13887638D-07
        53324.0  0.000453908806540  0.36484375008D-04 -0.13861985D-07
        53324.5  0.000454228682082  0.36433971032D-04 -0.13845083D-07
        53325.0  0.000454546118635  0.36423731273D-04 -0.13837217D-07
        53325.5  0.000454851525696  0.36451233888D-04 -0.13837993D-07
        53326.0  0.000455136589469  0.36511391052D-04 -0.13846409D-07
        53326.5  0.000455394848701  0.36597047093D-04 -0.13860979D-07
        53327.0  0.000455622034817  0.36699700815D-04 -0.13879890D-07
        53327.5  0.000455816179160  0.36810252672D-04 -0.13901155D-07
        53328.0  0.000455977520431  0.36919697413D-04 -0.13922769D-07
        53328.5  0.000456108261194  0.37019709939D-04 -0.13942838D-07
        53329.0  0.000456212225434  0.37103098127D-04 -0.13959683D-07
        53329.5  0.000456294463883  0.37164116628D-04 -0.13971916D-07
        53330.0  0.000456360844766  0.37198649250D-04 -0.13978489D-07
        53330.5  0.000456417657767  0.37204275394D-04 -0.13978720D-07
        53331.0  0.000456471250167  0.37180239762D-04 -0.13972297D-07
        53331.5  0.000456527706699  0.37127345202D-04 -0.13959261D-07
        53332.0  0.000456592579217  0.37047787002D-04 -0.13939986D-07
        53332.5  0.000456670668722  0.36944944097D-04 -0.13915133D-07
        53333.0  0.000456765860608  0.36823139770D-04 -0.13885605D-07
        53333.5  0.000456881013312  0.36687382646D-04 -0.13852489D-07
        53334.0  0.000457017900085  0.36543098403D-04 -0.13816999D-07
        53334.5  0.000457177202426  0.36395863271D-04 -0.13780407D-07
        53335.0  0.000457358551816  0.36251150758D-04 -0.13743987D-07
        53335.5  0.000457560614081  0.36114102423D-04 -0.13708955D-07
        53336.0  0.000457781208746  0.35989331436D-04 -0.13676420D-07
        53336.5  0.000458017454559  0.35880764806D-04 -0.13647340D-07
        53337.0  0.000458265931926  0.35791527214D-04 -0.13622495D-07
        53337.5  0.000458522853072  0.35723866808D-04 -0.13602464D-07
        53338.0  0.000458784231232  0.35679121173D-04 -0.13587615D-07
        53338.5  0.000459046041081  0.35657719661D-04 -0.13578108D-07
        53339.0  0.000459304364313  0.35659216397D-04 -0.13573899D-07
        53339.5  0.000459555516721  0.35682346830D-04 -0.13574757D-07
        53340.0  0.000459796155956  0.35725100318D-04 -0.13580278D-07
        53340.5  0.000460023371562  0.35784802103D-04 -0.13589904D-07
        53341.0  0.000460234760358  0.35858199947D-04 -0.13602943D-07
        53341.5  0.000460428490677  0.35941552949D-04 -0.13618582D-07
        53342.0  0.000460603358757  0.36030722097D-04 -0.13635912D-07
        53342.5  0.000460758840295  0.36121263861D-04 -0.13653935D-07
        53343.0  0.000460895139813  0.36208529834D-04 -0.13671591D-07
        53343.5  0.000461013239597  0.36287777569D-04 -0.13687772D-07
        53344.0  0.000461114947777  0.36354299908D-04 -0.13701353D-07
        53344.5  0.000461202941200  0.36403581568D-04 -0.13711226D-07
        53345.0  0.000461280793673  0.36431491316D-04 -0.13716347D-07
        53345.5  0.000461352974788  0.36434515039D-04 -0.13715794D-07
        53346.0  0.000461424800122  0.36410029178D-04 -0.13708836D-07
        53346.5  0.000461502310859  0.36356605488D-04 -0.13695016D-07
        53347.0  0.000461592060539  0.36274326838D-04 -0.13674231D-07
        53347.5  0.000461700790042  0.36165079896D-04 -0.13646810D-07
        53348.0  0.000461834981510  0.36032774887D-04 -0.13613574D-07
        53348.5  0.000462000300498  0.35883429018D-04 -0.13575860D-07
        53349.0  0.000462200963950  0.35725045036D-04 -0.13535498D-07
        53349.5  0.000462439106142  0.35567228097D-04 -0.13494721D-07
        53350.0  0.000462714245842  0.35420518301D-04 -0.13456011D-07
        53350.5  0.000463022972697  0.35295471668D-04 -0.13421882D-07
        53351.0  0.000463358956976  0.35201587850D-04 -0.13394627D-07
        53351.5  0.000463713339999  0.35146239348D-04 -0.13376064D-07
        53352.0  0.000464075490091  0.35133783482D-04 -0.13367329D-07
        53352.5  0.000464434029430  0.35165020918D-04 -0.13368739D-07
        53353.0  0.000464777974472  0.35237103233D-04 -0.13379766D-07
        53353.5  0.000465097807015  0.35343902515D-04 -0.13399114D-07
        53354.0  0.000465386312291  0.35476764269D-04 -0.13424889D-07
        53354.5  0.000465639077745  0.35625497363D-04 -0.13454819D-07
        53355.0  0.000465854621966  0.35779428370D-04 -0.13486489D-07
        53355.5  0.000466034194498  0.35928364197D-04 -0.13517566D-07
        53356.0  0.000466181335526  0.36063354366D-04 -0.13545967D-07
        53356.5  0.000466301302265  0.36177203253D-04 -0.13569978D-07
        53357.0  0.000466400459782  0.36264734863D-04 -0.13588322D-07
        53357.5  0.000466485708880  0.36322847370D-04 -0.13600170D-07
        53358.0  0.000466563994356  0.36350409848D-04 -0.13605134D-07
        53358.5  0.000466641912066  0.36348054018D-04 -0.13603221D-07
        53359.0  0.000466725415925  0.36317906166D-04 -0.13594789D-07
        53359.5  0.000466819616001  0.36263294059D-04 -0.13580485D-07
        53360.0  0.000466928653856  0.36188453571D-04 -0.13561187D-07
        53360.5  0.000467055639713  0.36098250535D-04 -0.13537949D-07
        53361.0  0.000467202636862  0.35997925564D-04 -0.13511941D-07
        53361.5  0.000467370681315  0.35892863707D-04 -0.13484400D-07
        53362.0  0.000467559828404  0.35788387587D-04 -0.13456576D-07
        53362.5  0.000467769221373  0.35689572016D-04 -0.13429688D-07
        53363.0  0.000467997179279  0.35601079318D-04 -0.13404876D-07
        53363.5  0.000468241302262  0.35527016223D-04 -0.13383164D-07
        53364.0  0.000468498591953  0.35470814190D-04 -0.13365424D-07
        53364.5  0.000468765584187  0.35435135094D-04 -0.13352351D-07
        53365.0  0.000469038490794  0.35421803723D-04 -0.13344440D-07
        53365.5  0.000469313346892  0.35431768087D-04 -0.13341979D-07
        53366.0  0.000469586159712  0.35465088166D-04 -0.13345041D-07
        53366.5  0.000469853054417  0.35520953163D-04 -0.13353494D-07
        53367.0  0.000470110411944  0.35597726210D-04 -0.13367007D-07
        53367.5  0.000470354994280  0.35693013867D-04 -0.13385070D-07
        53368.0  0.000470584053727  0.35803756272D-04 -0.13407016D-07
        53368.5  0.000470795424517  0.35926333153D-04 -0.13432042D-07
        53369.0  0.000470987596657  0.36056681293D-04 -0.13459234D-07
        53369.5  0.000471159772779  0.36190420113D-04 -0.13487598D-07
        53370.0  0.000471311908891  0.36322983210D-04 -0.13516079D-07
        53370.5  0.000471444739886  0.36449754494D-04 -0.13543593D-07
        53371.0  0.000471559790677  0.36566208335D-04 -0.13569054D-07
        53371.5  0.000471659373841  0.36668054278D-04 -0.13591404D-07
        53372.0  0.000471746573850  0.36751388517D-04 -0.13609649D-07
        53372.5  0.000471825215749  0.36812855752D-04 -0.13622897D-07
        53373.0  0.000471899812511  0.36849825053D-04 -0.13630407D-07
        53373.5  0.000471975481238  0.36860580871D-04 -0.13631639D-07
        53374.0  0.000472057815489  0.36844525275D-04 -0.13626311D-07
        53374.5  0.000472152700140  0.36802380522D-04 -0.13614463D-07
        53375.0  0.000472266056898  0.36736373246D-04 -0.13596507D-07
        53375.5  0.000472403512772  0.36650373176D-04 -0.13573271D-07
        53376.0  0.000472569991270  0.36549950572D-04 -0.13546026D-07
        53376.5  0.000472769238621  0.36442308614D-04 -0.13516469D-07
        53377.0  0.000473003316699  0.36336043390D-04 -0.13486668D-07
        53377.5  0.000473272119950  0.36240691297D-04 -0.13458957D-07
        53378.0  0.000473572999859  0.36166048149D-04 -0.13435763D-07
        53378.5  0.000473900596695  0.36121288480D-04 -0.13419390D-07
        53379.0  0.000474246971872  0.36113971273D-04 -0.13411770D-07
        53379.5  0.000474602097034  0.36149073961D-04 -0.13414229D-07
        53380.0  0.000474954689781  0.36228228897D-04 -0.13427289D-07
        53380.5  0.000475293305791  0.36349327416D-04 -0.13450571D-07
        53381.0  0.000475607526724  0.36506600169D-04 -0.13482807D-07
        53381.5  0.000475889047344  0.36691189426D-04 -0.13521974D-07
        53382.0  0.000476132478427  0.36892125450D-04 -0.13565523D-07
        53382.5  0.000476335742211  0.37097535967D-04 -0.13610665D-07
        53383.0  0.000476500026169  0.37295879816D-04 -0.13654667D-07
        53383.5  0.000476629351031  0.37477011613D-04 -0.13695099D-07
        53384.0  0.000476729874519  0.37632943601D-04 -0.13730018D-07
        53384.5  0.000476809078516  0.37758251009D-04 -0.13758064D-07
        53385.0  0.000476874974827  0.37850142229D-04 -0.13778473D-07
        53385.5  0.000476935425893  0.37908266299D-04 -0.13791046D-07
        53386.0  0.000476997629519  0.37934350925D-04 -0.13796064D-07
        53386.5  0.000477067775596  0.37931759349D-04 -0.13794192D-07
        53387.0  0.000477150855931  0.37905034577D-04 -0.13786387D-07
        53387.5  0.000477250595735  0.37859475770D-04 -0.13773805D-07
        53388.0  0.000477369473131  0.37800770871D-04 -0.13757716D-07
        53388.5  0.000477508796370  0.37734694284D-04 -0.13739447D-07
        53389.0  0.000477668813927  0.37666868217D-04 -0.13720317D-07
        53389.5  0.000477848838975  0.37602579863D-04 -0.13701599D-07
        53390.0  0.000478047376199  0.37546643457D-04 -0.13684479D-07
        53390.5  0.000478262245021  0.37503295782D-04 -0.13670027D-07
        53391.0  0.000478490698069  0.37476115667D-04 -0.13659172D-07
        53391.5  0.000478729536460  0.37467961062D-04 -0.13652675D-07
        53392.0  0.000478975224326  0.37480920415D-04 -0.13651118D-07
        53392.5  0.000479224004515  0.37516277294D-04 -0.13654888D-07
        53393.0  0.000479472016668  0.37574488688D-04 -0.13664169D-07
        53393.5  0.000479715418145  0.37655178362D-04 -0.13678939D-07
        53394.0  0.000479950507623  0.37757147610D-04 -0.13698973D-07
        53394.5  0.000480173850071  0.37878406396D-04 -0.13723851D-07
        53395.0  0.000480382400342  0.38016227781D-04 -0.13752973D-07
        53395.5  0.000480573621080  0.38167227436D-04 -0.13785573D-07
        53396.0  0.000480745589724  0.38327468110D-04 -0.13820750D-07
        53396.5  0.000480897089487  0.38492586937D-04 -0.13857492D-07
        53397.0  0.000481027680009  0.38657942112D-04 -0.13894709D-07
        53397.5  0.000481137744514  0.38818774878D-04 -0.13931269D-07
        53398.0  0.000481228511134  0.38970382614D-04 -0.13966031D-07
        53398.5  0.000481302046682  0.39108298466D-04 -0.13997890D-07
        53399.0  0.000481361221750  0.39228472472D-04 -0.14025814D-07
        53399.5  0.000481409646922  0.39327448767D-04 -0.14048887D-07
        53400.0  0.000481451580717  0.39402533856D-04 -0.14066351D-07
        53400.5  0.000481491810143  0.39451952118D-04 -0.14077646D-07
        53401.0  0.000481535503915  0.39474985722D-04 -0.14082457D-07
        53401.5  0.000481588036705  0.39472095925D-04 -0.14080746D-07
        53402.0  0.000481654781342  0.39445020257D-04 -0.14072793D-07
        53402.5  0.000481740865933  0.39396835858D-04 -0.14059221D-07
