#####################################################################
#                 NEPTUNE Txys interpolation data                   #
#####################################################################
#	      MJD           x                   y                s
        48437.0 -0.000794776726300  0.11917807132D-04  0.16078079D-07
        48437.5 -0.000794618976893  0.12015985620D-04  0.16117984D-07
        48438.0 -0.000794480365906  0.12111615233D-04  0.16156802D-07
        48438.5 -0.000794360224577  0.12200315338D-04  0.16192790D-07
        48439.0 -0.000794257097336  0.12277829301D-04  0.16224260D-07
        48439.5 -0.000794168741818  0.12340176029D-04  0.16249636D-07
        48440.0 -0.000794092147653  0.12383807438D-04  0.16267522D-07
        48440.5 -0.000794023576528  0.12405771695D-04  0.16276762D-07
        48441.0 -0.000793958628130  0.12403882415D-04  0.16276514D-07
        48441.5 -0.000793892339214  0.12376892913D-04  0.16266312D-07
        48442.0 -0.000793819325410  0.12324671063D-04  0.16246135D-07
        48442.5 -0.000793733976182  0.12248364404D-04  0.16216474D-07
        48443.0 -0.000793630711909  0.12150537743D-04  0.16178380D-07
        48443.5 -0.000793504307599  0.12035257863D-04  0.16133496D-07
        48444.0 -0.000793350279929  0.11908093376D-04  0.16084053D-07
        48444.5 -0.000793165322220  0.11775993817D-04  0.16032821D-07
        48445.0 -0.000792947755046  0.11647013235D-04  0.15982995D-07
        48445.5 -0.000792697939778  0.11529853671D-04  0.15938014D-07
        48446.0 -0.000792418582821  0.11433226735D-04  0.15901309D-07
        48446.5 -0.000792114847787  0.11365067802D-04  0.15875987D-07
        48447.0 -0.000791794200632  0.11331682194D-04  0.15864503D-07
        48447.5 -0.000791465945068  0.11336944252D-04  0.15868339D-07
        48448.0 -0.000791140460861  0.11381692425D-04  0.15887774D-07
        48448.5 -0.000790828224319  0.11463452615D-04  0.15921780D-07
        48449.0 -0.000790538749167  0.11576573288D-04  0.15968078D-07
        48449.5 -0.000790279616999  0.11712778084D-04  0.16023364D-07
        48450.0 -0.000790055756701  0.11862055487D-04  0.16083656D-07
        48450.5 -0.000789869082270  0.12013736348D-04  0.16144728D-07
        48451.0 -0.000789718522760  0.12157579087D-04  0.16202531D-07
        48451.5 -0.000789600399576  0.12284696799D-04  0.16253563D-07
        48452.0 -0.000789509047407  0.12388212028D-04  0.16295121D-07
        48452.5 -0.000789437549238  0.12463594355D-04  0.16325443D-07
        48453.0 -0.000789378464053  0.12508700973D-04  0.16343711D-07
        48453.5 -0.000789324457894  0.12523584896D-04  0.16349985D-07
        48454.0 -0.000789268790073  0.12510153518D-04  0.16345059D-07
        48454.5 -0.000789205643108  0.12471755995D-04  0.16330297D-07
        48455.0 -0.000789130310252  0.12412760848D-04  0.16307466D-07
        48455.5 -0.000789039267228  0.12338164557D-04  0.16278571D-07
        48456.0 -0.000788930158401  0.12253253815D-04  0.16245726D-07
        48456.5 -0.000788801725844  0.12163330332D-04  0.16211039D-07
        48457.0 -0.000788653705586  0.12073497257D-04  0.16176527D-07
        48457.5 -0.000788486709746  0.11988499716D-04  0.16144057D-07
        48458.0 -0.000788302107008  0.11912608268D-04  0.16115295D-07
        48458.5 -0.000788101907601  0.11849533511D-04  0.16091681D-07
        48459.0 -0.000787888653906  0.11802362075D-04  0.16074403D-07
        48459.5 -0.000787665314881  0.11773507662D-04  0.16064380D-07
        48460.0 -0.000787435181750  0.11764674069D-04  0.16062256D-07
        48460.5 -0.000787201763045  0.11776829258D-04  0.16068382D-07
        48461.0 -0.000786968677906  0.11810190558D-04  0.16082821D-07
        48461.5 -0.000786739546955  0.11864221675D-04  0.16105343D-07
        48462.0 -0.000786517880169  0.11937643165D-04  0.16135430D-07
        48462.5 -0.000786306961642  0.12028459229D-04  0.16172287D-07
        48463.0 -0.000786109732481  0.12134004505D-04  0.16214857D-07
        48463.5 -0.000785928675074  0.12251014147D-04  0.16261853D-07
        48464.0 -0.000785765703805  0.12375718681D-04  0.16311787D-07
        48464.5 -0.000785622068263  0.12503962675D-04  0.16363024D-07
        48465.0 -0.000785498274618  0.12631344115D-04  0.16413832D-07
        48465.5 -0.000785394029744  0.12753370289D-04  0.16462444D-07
        48466.0 -0.000785308211299  0.12865625789D-04  0.16507127D-07
        48466.5 -0.000785238866119  0.12963948354D-04  0.16546252D-07
        48467.0 -0.000785183238719  0.13044607854D-04  0.16578364D-07
        48467.5 -0.000785137831321  0.13104482965D-04  0.16602251D-07
        48468.0 -0.000785098496209  0.13141229263D-04  0.16617014D-07
        48468.5 -0.000785060560657  0.13153432264D-04  0.16622127D-07
        48469.0 -0.000785018984191  0.13140739338D-04  0.16617482D-07
        48469.5 -0.000784968548036  0.13103964697D-04  0.16603435D-07
        48470.0 -0.000784904076614  0.13045160851D-04  0.16580830D-07
        48470.5 -0.000784820690416  0.12967647658D-04  0.16551005D-07
        48471.0 -0.000784714087471  0.12875986781D-04  0.16515780D-07
        48471.5 -0.000784580846540  0.12775886280D-04  0.16477416D-07
        48472.0 -0.000784418738954  0.12674018786D-04  0.16438543D-07
        48472.5 -0.000784227028055  0.12577738496D-04  0.16402043D-07
        48473.0 -0.000784006726002  0.12494688223D-04  0.16370895D-07
        48473.5 -0.000783760768601  0.12432298945D-04  0.16347982D-07
        48474.0 -0.000783494062262  0.12397201486D-04  0.16335860D-07
        48474.5 -0.000783213357100  0.12394592781D-04  0.16336514D-07
        48475.0 -0.000782926911275  0.12427624459D-04  0.16351121D-07
        48475.5 -0.000782643936962  0.12496902752D-04  0.16379864D-07
        48476.0 -0.000782373856867  0.12600196851D-04  0.16421818D-07
        48476.5 -0.000782125444889  0.12732439279D-04  0.16474962D-07
        48477.0 -0.000781905963217  0.12886063293D-04  0.16536308D-07
        48477.5 -0.000781720427155  0.13051663769D-04  0.16602162D-07
        48478.0 -0.000781571118578  0.13218903166D-04  0.16668479D-07
        48478.5 -0.000781457428321  0.13377531546D-04  0.16731257D-07
        48479.0 -0.000781376046230  0.13518365456D-04  0.16786919D-07
        48479.5 -0.000781321452001  0.13634082681D-04  0.16832621D-07
        48480.0 -0.000781286608496  0.13719734131D-04  0.16866454D-07
        48480.5 -0.000781263734718  0.13772936256D-04  0.16887513D-07
        48481.0 -0.000781245041331  0.13793768624D-04  0.16895864D-07
        48481.5 -0.000781223340988  0.13784445967D-04  0.16892409D-07
        48482.0 -0.000781192486335  0.13748854173D-04  0.16878708D-07
        48482.5 -0.000781147627573  0.13692036750D-04  0.16856771D-07
        48483.0 -0.000781085310099  0.13619699957D-04  0.16828864D-07
        48483.5 -0.000781003447991  0.13537780545D-04  0.16797337D-07
        48484.0 -0.000780901212910  0.13452097605D-04  0.16764484D-07
        48484.5 -0.000780778874450  0.13368092781D-04  0.16732440D-07
        48485.0 -0.000780637620883  0.13290651830D-04  0.16703112D-07
        48485.5 -0.000780479381142  0.13223993881D-04  0.16678134D-07
        48486.0 -0.000780306660963  0.13171611825D-04  0.16658848D-07
        48486.5 -0.000780122398927  0.13136247279D-04  0.16646296D-07
        48487.0 -0.000779929842404  0.13119886062D-04  0.16641220D-07
        48487.5 -0.000779732439694  0.13123764126D-04  0.16644068D-07
        48488.0 -0.000779533743062  0.13148378288D-04  0.16655001D-07
        48488.5 -0.000779337317526  0.13193499719D-04  0.16673899D-07
        48489.0 -0.000779146651284  0.13258190570D-04  0.16700371D-07
        48489.5 -0.000778965064716  0.13340825556D-04  0.16733760D-07
        48490.0 -0.000778795615821  0.13439121467D-04  0.16773161D-07
        48490.5 -0.000778641000956  0.13550178698D-04  0.16817429D-07
        48491.0 -0.000778503451284  0.13670539938D-04  0.16865211D-07
        48491.5 -0.000778384627570  0.13796271368D-04  0.16914968D-07
        48492.0 -0.000778285518541  0.13923070775D-04  0.16965023D-07
        48492.5 -0.000778206350219  0.14046404671D-04  0.17013611D-07
        48493.0 -0.000778146514947  0.14161673550D-04  0.17058945D-07
        48493.5 -0.000778104528993  0.14264401223D-04  0.17099290D-07
        48494.0 -0.000778078026741  0.14350441397D-04  0.17133042D-07
        48494.5 -0.000778063797906  0.14416192253D-04  0.17158816D-07
        48495.0 -0.000778057872067  0.14458807626D-04  0.17175524D-07
        48495.5 -0.000778055652023  0.14476391696D-04  0.17182454D-07
        48496.0 -0.000778052094242  0.14468163140D-04  0.17179331D-07
        48496.5 -0.000778041931066  0.14434575046D-04  0.17166368D-07
        48497.0 -0.000778019925952  0.14377378724D-04  0.17144283D-07
        48497.5 -0.000777981150359  0.14299622541D-04  0.17114299D-07
        48498.0 -0.000777921269049  0.14205580316D-04  0.17078115D-07
        48498.5 -0.000777836819564  0.14100606908D-04  0.17037845D-07
        48499.0 -0.000777725470800  0.13990921240D-04  0.16995928D-07
        48499.5 -0.000777586244769  0.13883319420D-04  0.16955018D-07
        48500.0 -0.000777419684566  0.13784823743D-04  0.16917841D-07
        48500.5 -0.000777227950660  0.13702277709D-04  0.16887037D-07
        48501.0 -0.000777014827448  0.13641903126D-04  0.16864992D-07
        48501.5 -0.000776785623250  0.13608842706D-04  0.16853658D-07
        48502.0 -0.000776546950491  0.13606719622D-04  0.16854385D-07
        48502.5 -0.000776306379767  0.13637253499D-04  0.16867784D-07
        48503.0 -0.000776071972818  0.13699978518D-04  0.16893613D-07
        48503.5 -0.000775851715552  0.13792111217D-04  0.16930741D-07
        48504.0 -0.000775652891890  0.13908610101D-04  0.16977171D-07
        48504.5 -0.000775481458892  0.14042453452D-04  0.17030152D-07
        48505.0 -0.000775341497770  0.14185135223D-04  0.17086369D-07
        48505.5 -0.000775234818044  0.14327344664D-04  0.17142213D-07
        48506.0 -0.000775160779014  0.14459760293D-04  0.17194079D-07
        48506.5 -0.000775116363882  0.14573862233D-04  0.17238681D-07
        48507.0 -0.000775096502424  0.14662657440D-04  0.17273332D-07
        48507.5 -0.000775094597190  0.14721224043D-04  0.17296152D-07
        48508.0 -0.000775103176003  0.14747012228D-04  0.17306183D-07
        48508.5 -0.000775114578032  0.14739881822D-04  0.17303405D-07
        48509.0 -0.000775121584544  0.14701900139D-04  0.17288657D-07
        48509.5 -0.000775117925926  0.14636957220D-04  0.17263484D-07
        48510.0 -0.000775098626479  0.14550273224D-04  0.17229951D-07
        48510.5 -0.000775060179562  0.14447873202D-04  0.17190427D-07
        48511.0 -0.000775000570922  0.14336091842D-04  0.17147399D-07
        48511.5 -0.000774919183849  0.14221150861D-04  0.17103300D-07
        48512.0 -0.000774816625642  0.14108830838D-04  0.17060382D-07
        48512.5 -0.000774694512974  0.14004241416D-04  0.17020624D-07
        48513.0 -0.000774555246847  0.13911681083D-04  0.16985681D-07
        48513.5 -0.000774401798921  0.13834570318D-04  0.16956857D-07
        48514.0 -0.000774237522052  0.13775438926D-04  0.16935102D-07
        48514.5 -0.000774065990192  0.13735948962D-04  0.16921028D-07
        48515.0 -0.000773890867087  0.13716937451D-04  0.16914922D-07
        48515.5 -0.000773715799529  0.13718467217D-04  0.16916772D-07
        48516.0 -0.000773544329105  0.13739878444D-04  0.16926290D-07
        48516.5 -0.000773379815937  0.13779837428D-04  0.16942928D-07
        48517.0 -0.000773225368260  0.13836382050D-04  0.16965904D-07
        48517.5 -0.000773083772521  0.13906965833D-04  0.16994213D-07
        48518.0 -0.000772957419875  0.13988504325D-04  0.17026647D-07
        48518.5 -0.000772848226570  0.14077429141D-04  0.17061817D-07
        48519.0 -0.000772757547930  0.14169756192D-04  0.17098180D-07
        48519.5 -0.000772686088380  0.14261175112D-04  0.17134069D-07
        48520.0 -0.000772633812957  0.14347166332D-04  0.17167741D-07
        48520.5 -0.000772599868637  0.14423150385D-04  0.17197436D-07
        48521.0 -0.000772582526269  0.14484670944D-04  0.17221441D-07
        48521.5 -0.000772579155488  0.14527608834D-04  0.17238180D-07
        48522.0 -0.000772586245423  0.14548419204D-04  0.17246301D-07
        48522.5 -0.000772599482812  0.14544378419D-04  0.17244773D-07
        48523.0 -0.000772613895873  0.14513821860D-04  0.17232976D-07
        48523.5 -0.000772624066759  0.14456349480D-04  0.17210785D-07
        48524.0 -0.000772624407798  0.14372973973D-04  0.17178619D-07
        48524.5 -0.000772609488040  0.14266187756D-04  0.17137475D-07
        48525.0 -0.000772574388306  0.14139930096D-04  0.17088906D-07
        48525.5 -0.000772515056502  0.13999444340D-04  0.17034969D-07
        48526.0 -0.000772428631867  0.13851026027D-04  0.16978124D-07
        48526.5 -0.000772313707467  0.13701674059D-04  0.16921092D-07
        48527.0 -0.000772170504605  0.13558667324D-04  0.16866696D-07
        48527.5 -0.000772000939965  0.13429096946D-04  0.16817671D-07
        48528.0 -0.000771808575268  0.13319388969D-04  0.16776480D-07
        48528.5 -0.000771598448834  0.13234853580D-04  0.16745144D-07
        48529.0 -0.000771376797692  0.13179295228D-04  0.16725087D-07
        48529.5 -0.000771150687068  0.13154713715D-04  0.16717029D-07
        48530.0 -0.000770927570667  0.13161120178D-04  0.16720919D-07
        48530.5 -0.000770714809985  0.13196484582D-04  0.16735918D-07
        48531.0 -0.000770519184224  0.13256823443D-04  0.16760441D-07
        48531.5 -0.000770346424466  0.13336428018D-04  0.16792247D-07
        48532.0 -0.000770200806710  0.13428224146D-04  0.16828582D-07
        48532.5 -0.000770084837836  0.13524244634D-04  0.16866362D-07
        48533.0 -0.000769999065318  0.13616183941D-04  0.16902387D-07
        48533.5 -0.000769942034423  0.13695993629D-04  0.16933569D-07
        48534.0 -0.000769910404791  0.13756467948D-04  0.16957152D-07
        48534.5 -0.000769899222160  0.13791764584D-04  0.16970912D-07
        48535.0 -0.000769902322656  0.13797808569D-04  0.16973313D-07
        48535.5 -0.000769912829864  0.13772538667D-04  0.16963596D-07
        48536.0 -0.000769923692648  0.13715974130D-04  0.16941803D-07
        48536.5 -0.000769928207226  0.13630102417D-04  0.16908739D-07
        48537.0 -0.000769920471516  0.13518610844D-04  0.16865857D-07
        48537.5 -0.000769895732117  0.13386502884D-04  0.16815119D-07
        48538.0 -0.000769850601596  0.13239649770D-04  0.16758814D-07
        48538.5 -0.000769783142410  0.13084329300D-04  0.16699382D-07
        48539.0 -0.000769692830242  0.12926797117D-04  0.16639245D-07
        48539.5 -0.000769580421365  0.12772923835D-04  0.16580668D-07
        48540.0 -0.000769447754694  0.12627917076D-04  0.16525650D-07
        48540.5 -0.000769297519740  0.12496133719D-04  0.16475853D-07
        48541.0 -0.000769133017741  0.12380976399D-04  0.16432564D-07
        48541.5 -0.000768957936628  0.12284860712D-04  0.16396684D-07
        48542.0 -0.000768776152821  0.12209235852D-04  0.16368739D-07
        48542.5 -0.000768591565717  0.12154641028D-04  0.16348905D-07
        48543.0 -0.000768407965033  0.12120782039D-04  0.16337036D-07
        48543.5 -0.000768228927389  0.12106615795D-04  0.16332704D-07
        48544.0 -0.000768057736329  0.12110434343D-04  0.16335229D-07
        48544.5 -0.000767897319197  0.12129943627D-04  0.16343710D-07
        48545.0 -0.000767750194166  0.12162335356D-04  0.16357055D-07
        48545.5 -0.000767618421243  0.12204353130D-04  0.16374005D-07
        48546.0 -0.000767503552019  0.12252356258D-04  0.16393156D-07
        48546.5 -0.000767406574535  0.12302386676D-04  0.16412991D-07
        48547.0 -0.000767327851885  0.12350245852D-04  0.16431899D-07
        48547.5 -0.000767267056103  0.12391589319D-04  0.16448220D-07
        48548.0 -0.000767223102166  0.12422046369D-04  0.16460287D-07
        48548.5 -0.000767194090448  0.12437371150D-04  0.16466479D-07
        48549.0 -0.000767177269219  0.12433628730D-04  0.16465301D-07
        48549.5 -0.000767169031663  0.12407415287D-04  0.16455462D-07
        48550.0 -0.000767164963589  0.12356105403D-04  0.16435970D-07
        48550.5 -0.000767159957933  0.12278111537D-04  0.16406235D-07
        48551.0 -0.000767148409008  0.12173131976D-04  0.16366160D-07
        48551.5 -0.000767124492369  0.12042355492D-04  0.16316222D-07
        48552.0 -0.000767082524819  0.11888585838D-04  0.16257518D-07
        48552.5 -0.000767017384413  0.11716249560D-04  0.16191771D-07
        48553.0 -0.000766924954728  0.11531258407D-04  0.16121270D-07
        48553.5 -0.000766802544778  0.11340713166D-04  0.16048760D-07
        48554.0 -0.000766649229543  0.11152457506D-04  0.15977263D-07
        48554.5 -0.000766466059049  0.10974514593D-04  0.15909864D-07
        48555.0 -0.000766256097120  0.10814460843D-04  0.15849468D-07
        48555.5 -0.000766024272464  0.10678805061D-04  0.15798555D-07
        48556.0 -0.000765777050561  0.10572444004D-04  0.15758979D-07
        48556.5 -0.000765521959623  0.10498256023D-04  0.15731807D-07
        48557.0 -0.000765267022545  0.10456875220D-04  0.15717239D-07
        48557.5 -0.000765020156111  0.10446663642D-04  0.15714603D-07
        48558.0 -0.000764788597902  0.10463873969D-04  0.15722417D-07
        48558.5 -0.000764578411963  0.10502974510D-04  0.15738524D-07
        48559.0 -0.000764394109746  0.10557094855D-04  0.15760261D-07
        48559.5 -0.000764238406614  0.10618544959D-04  0.15784665D-07
        48560.0 -0.000764112119409  0.10679361211D-04  0.15808679D-07
        48560.5 -0.000764014198851  0.10731838123D-04  0.15829355D-07
        48561.0 -0.000763941882286  0.10769011248D-04  0.15844043D-07
        48561.5 -0.000763890946956  0.10785064406D-04  0.15850538D-07
        48562.0 -0.000763856040626  0.10775641419D-04  0.15847200D-07
        48562.5 -0.000763831064365  0.10738049390D-04  0.15833033D-07
        48563.0 -0.000763809581028  0.10671347206D-04  0.15807709D-07
        48563.5 -0.000763785222638  0.10576319701D-04  0.15771562D-07
        48564.0 -0.000763752070562  0.10455344769D-04  0.15725535D-07
        48564.5 -0.000763704984649  0.10312167467D-04  0.15671088D-07
        48565.0 -0.000763639861554  0.10151601378D-04  0.15610084D-07
        48565.5 -0.000763553808415  0.99791824492D-05  0.15544658D-07
        48566.0 -0.000763445225511  0.98008034358D-05  0.15477070D-07
        48566.5 -0.000763313799692  0.96223572317D-05  0.15409574D-07
        48567.0 -0.000763160418136  0.94494143945D-05  0.15344291D-07
        48567.5 -0.000762987018151  0.92869545080D-05  0.15283108D-07
        48568.0 -0.000762796392560  0.91391635151D-05  0.15227604D-07
        48568.5 -0.000762591971197  0.90093012000D-05  0.15178999D-07
        48569.0 -0.000762377597627  0.88996358752D-05  0.15138132D-07
        48569.5 -0.000762157316875  0.88114379398D-05  0.15105462D-07
        48570.0 -0.000761935185606  0.87450206636D-05  0.15081084D-07
        48570.5 -0.000761715111535  0.86998151895D-05  0.15064761D-07
        48571.0 -0.000761500724452  0.86744669812D-05  0.15055961D-07
        48571.5 -0.000761295277524  0.86669424000D-05  0.15053898D-07
        48572.0 -0.000761101574731  0.86746364455D-05  0.15057573D-07
        48572.5 -0.000760921918671  0.86944756322D-05  0.15065814D-07
        48573.0 -0.000760758072354  0.87230131199D-05  0.15077308D-07
        48573.5 -0.000760611228976  0.87565161905D-05  0.15090638D-07
        48574.0 -0.000760481984655  0.87910486533D-05  0.15104311D-07
        48574.5 -0.000760370310508  0.88225526383D-05  0.15116786D-07
        48575.0 -0.000760275522252  0.88469355440D-05  0.15126514D-07
        48575.5 -0.000760196247754  0.88601687147D-05  0.15131967D-07
        48576.0 -0.000760130395789  0.88584046697D-05  0.15131689D-07
        48576.5 -0.000760075132740  0.88381191019D-05  0.15124347D-07
        48577.0 -0.000760026877675  0.87962819354D-05  0.15108795D-07
        48577.5 -0.000759981329804  0.87305579869D-05  0.15084155D-07
        48578.0 -0.000759933544902  0.86395318655D-05  0.15049900D-07
        48578.5 -0.000759878078068  0.85229436147D-05  0.15005942D-07
        48579.0 -0.000759809208040  0.83819117194D-05  0.14952720D-07
        48579.5 -0.000759721251816  0.82191097153D-05  0.14891264D-07
        48580.0 -0.000759608966436  0.80388541442D-05  0.14823231D-07
        48580.5 -0.000759468017146  0.78470584483D-05  0.14750883D-07
        48581.0 -0.000759295469774  0.76510135397D-05  0.14677005D-07
        48581.5 -0.000759090244257  0.74589740738D-05  0.14604743D-07
        48582.0 -0.000758853452815  0.72795598367D-05  0.14537374D-07
        48582.5 -0.000758588546895  0.71210196776D-05  0.14478029D-07
        48583.0 -0.000758301216338  0.69904423109D-05  0.14429386D-07
        48583.5 -0.000757999021078  0.68930231808D-05  0.14393394D-07
        48584.0 -0.000757690783067  0.68315000848D-05  0.14371063D-07
        48584.5 -0.000757385812233  0.68058485107D-05  0.14362349D-07
        48585.0 -0.000757093072420  0.68132844812D-05  0.14366160D-07
        48585.5 -0.000756820402612  0.68485688589D-05  0.14380478D-07
        48586.0 -0.000756573893382  0.69045566681D-05  0.14402567D-07
        48586.5 -0.000756357484008  0.69729005029D-05  0.14429244D-07
        48587.0 -0.000756172802889  0.70448051495D-05  0.14457166D-07
        48587.5 -0.000756019234321  0.71117403040D-05  0.14483102D-07
        48588.0 -0.000755894166885  0.71660428466D-05  0.14504154D-07
        48588.5 -0.000755793365780  0.72013701348D-05  0.14517934D-07
        48589.0 -0.000755711411664  0.72129930449D-05  0.14522671D-07
        48589.5 -0.000755642157174  0.71979373909D-05  0.14517262D-07
        48590.0 -0.000755579164397  0.71549940494D-05  0.14501274D-07
        48590.5 -0.000755516098484  0.70846231982D-05  0.14474909D-07
        48591.0 -0.000755447062687  0.69887787834D-05  0.14438932D-07
        48591.5 -0.000755366867927  0.68706774628D-05  0.14394585D-07
        48592.0 -0.000755271235505  0.67345329458D-05  0.14343480D-07
        48592.5 -0.000755156935039  0.65852727046D-05  0.14287497D-07
        48593.0 -0.000755021861321  0.64282503525D-05  0.14228666D-07
        48593.5 -0.000754865054208  0.62689643606D-05  0.14169065D-07
        48594.0 -0.000754686665814  0.61127925517D-05  0.14110721D-07
        48594.5 -0.000754487879976  0.59647515410D-05  0.14055513D-07
        48595.0 -0.000754270790506  0.58292899970D-05  0.14005104D-07
        48595.5 -0.000754038246792  0.57101233385D-05  0.13960873D-07
        48596.0 -0.000753793676988  0.56101149140D-05  0.13923877D-07
        48596.5 -0.000753540899756  0.55312052964D-05  0.13894827D-07
        48597.0 -0.000753283935026  0.54743879454D-05  0.13874077D-07
        48597.5 -0.000753026822924  0.54397268723D-05  0.13861636D-07
        48598.0 -0.000752773458336  0.54264102742D-05  0.13857188D-07
        48598.5 -0.000752527446806  0.54328330974D-05  0.13860124D-07
        48599.0 -0.000752291985569  0.54567008100D-05  0.13869578D-07
        48599.5 -0.000752069771272  0.54951462920D-05  0.13884476D-07
        48600.0 -0.000751862933481  0.55448520186D-05  0.13903576D-07
        48600.5 -0.000751672990771  0.56021709812D-05  0.13925511D-07
        48601.0 -0.000751500824730  0.56632420330D-05  0.13948838D-07
        48601.5 -0.000751346666840  0.57240980555D-05  0.13972072D-07
        48602.0 -0.000751210093948  0.57807678094D-05  0.13993723D-07
        48602.5 -0.000751090029267  0.58293740691D-05  0.14012338D-07
        48603.0 -0.000750984747276  0.58662316570D-05  0.14026534D-07
        48603.5 -0.000750891882302  0.58879495824D-05  0.14035037D-07
        48604.0 -0.000750808442435  0.58915418763D-05  0.14036725D-07
        48604.5 -0.000750730833018  0.58745516317D-05  0.14030678D-07
        48605.0 -0.000750654897261  0.58351915894D-05  0.14016228D-07
        48605.5 -0.000750575984945  0.57725016725D-05  0.13993018D-07
        48606.0 -0.000750489062720  0.56865188847D-05  0.13961071D-07
        48606.5 -0.000750388880273  0.55784481175D-05  0.13920848D-07
        48607.0 -0.000750270204903  0.54508141552D-05  0.13873311D-07
        48607.5 -0.000750128131971  0.53075662362D-05  0.13819953D-07
        48608.0 -0.000749958469154  0.51540982373D-05  0.13762814D-07
        48608.5 -0.000749758177293  0.49971424358D-05  0.13704429D-07
        48609.0 -0.000749525829849  0.48444969940D-05  0.13647732D-07
        48609.5 -0.000749262029507  0.47045615621D-05  0.13595876D-07
        48610.0 -0.000748969700933  0.45856846954D-05  0.13551984D-07
        48610.5 -0.000748654172659  0.44953692725D-05  0.13518855D-07
        48611.0 -0.000748322977076  0.44394291293D-05  0.13498644D-07
        48611.5 -0.000747985338911  0.44212272988D-05  0.13492584D-07
        48612.0 -0.000747651383346  0.44411380262D-05  0.13500782D-07
        48612.5 -0.000747331160069  0.44963510215D-05  0.13522158D-07
        48613.0 -0.000747033629117  0.45810782590D-05  0.13554519D-07
        48613.5 -0.000746765771367  0.46871446840D-05  0.13594790D-07
        48614.0 -0.000746531963588  0.48048666892D-05  0.13639341D-07
        48614.5 -0.000746333701410  0.49240688819D-05  0.13684365D-07
        48615.0 -0.000746169680771  0.50350748855D-05  0.13726252D-07
        48615.5 -0.000746036181095  0.51295326547D-05  0.13761889D-07
        48616.0 -0.000745927649319  0.52009871094D-05  0.13788878D-07
        48616.5 -0.000745837370592  0.52451738652D-05  0.13805640D-07
        48617.0 -0.000745758125495  0.52600594893D-05  0.13811432D-07
        48617.5 -0.000745682763832  0.52456852944D-05  0.13806290D-07
        48618.0 -0.000745604658688  0.52038817640D-05  0.13790915D-07
        48618.5 -0.000745518032072  0.51379148581D-05  0.13766545D-07
        48619.0 -0.000745418161362  0.50521118151D-05  0.13734813D-07
        48619.5 -0.000745301484698  0.49514992556D-05  0.13697610D-07
        48620.0 -0.000745165626417  0.48414737518D-05  0.13656958D-07
        48620.5 -0.000745009363178  0.47275151840D-05  0.13614907D-07
        48621.0 -0.000744832548970  0.46149457508D-05  0.13573437D-07
        48621.5 -0.000744636013319  0.45087322702D-05  0.13534393D-07
        48622.0 -0.000744421442464  0.44133266681D-05  0.13499419D-07
        48622.5 -0.000744191248992  0.43325393718D-05  0.13469918D-07
        48623.0 -0.000743948432641  0.42694420120D-05  0.13447012D-07
        48623.5 -0.000743696434127  0.42262980471D-05  0.13431523D-07
        48624.0 -0.000743438984455  0.42045213539D-05  0.13423959D-07
        48624.5 -0.000743179953188  0.42046629507D-05  0.13424508D-07
        48625.0 -0.000742923199689  0.42264252192D-05  0.13433049D-07
        48625.5 -0.000742672431233  0.42687020601D-05  0.13449163D-07
        48626.0 -0.000742431071392  0.43296428637D-05  0.13472160D-07
        48626.5 -0.000742202141905  0.44067378934D-05  0.13501113D-07
        48627.0 -0.000741988161247  0.44969221820D-05  0.13534886D-07
        48627.5 -0.000741791062961  0.45966940839D-05  0.13572189D-07
        48628.0 -0.000741612135979  0.47022435058D-05  0.13611615D-07
        48628.5 -0.000741451987523  0.48095842705D-05  0.13651691D-07
        48629.0 -0.000741310527290  0.49146855789D-05  0.13690930D-07
        48629.5 -0.000741186970278  0.50135990540D-05  0.13727870D-07
        48630.0 -0.000741079855254  0.51025797010D-05  0.13761123D-07
        48630.5 -0.000740987076433  0.51782005595D-05  0.13789421D-07
        48631.0 -0.000740905926867  0.52374615640D-05  0.13811650D-07
        48631.5 -0.000740833152921  0.52778934472D-05  0.13826894D-07
        48632.0 -0.000740765020077  0.52976578567D-05  0.13834473D-07
        48632.5 -0.000740697391602  0.52956452170D-05  0.13833980D-07
        48633.0 -0.000740625823608  0.52715716349D-05  0.13825314D-07
        48633.5 -0.000740545682522  0.52260744252D-05  0.13808720D-07
        48634.0 -0.000740452292834  0.51608021341D-05  0.13784819D-07
        48634.5 -0.000740341123351  0.50784896076D-05  0.13754637D-07
        48635.0 -0.000740208018163  0.49830026511D-05  0.13719618D-07
        48635.5 -0.000740049473929  0.48793312171D-05  0.13681622D-07
        48636.0 -0.000739862957888  0.47735056236D-05  0.13642890D-07
        48636.5 -0.000739647250418  0.46724080441D-05  0.13605974D-07
        48637.0 -0.000739402781745  0.45834534428D-05  0.13573618D-07
        48637.5 -0.000739131915082  0.45141237352D-05  0.13548578D-07
        48638.0 -0.000738839112060  0.44713599238D-05  0.13533407D-07
        48638.5 -0.000738530908167  0.44608503830D-05  0.13530183D-07
        48639.0 -0.000738215634953  0.44862947093D-05  0.13540247D-07
        48639.5 -0.000737902858413  0.45487600535D-05  0.13563963D-07
        48640.0 -0.000737602557768  0.46462648494D-05  0.13600573D-07
        48640.5 -0.000737324134265  0.47737095140D-05  0.13648173D-07
        48641.0 -0.000737075396060  0.49232205902D-05  0.13703844D-07
        48641.5 -0.000736861691803  0.50848933235D-05  0.13763930D-07
