  0   0.100000000000E+01
  1   0.000000000000E+00
  2   0.279537641132E-03
  3   0.148518345365E-05
  4   0.709665688101E-06
  5   0.477151727537E-06
  6   0.342197531641E-06
  7   0.266348352597E-06
  8   0.162593734610E-06
  9   0.134875994972E-06
 10   0.107203320155E-06
 11   0.757858660302E-07
 12   0.419199475429E-07
 13   0.640110246951E-07
 14   0.379331221365E-07
 15   0.349143922116E-07
 16   0.334217764359E-07
 17   0.269641890612E-07
 18   0.270788084197E-07
 19   0.227299203161E-07
 20   0.209313568425E-07
 21   0.208411068971E-07
 22   0.188875470248E-07
 23   0.166067508315E-07
 24   0.139067278165E-07
 25   0.151253387254E-07
 26   0.123987714584E-07
 27   0.981650516579E-08
 28   0.123568714623E-07
 29   0.110829699302E-07
 30   0.108696097499E-07
 31   0.100969771706E-07
 32   0.950275923972E-08
 33   0.953658964110E-08
 34   0.104258661843E-07
 35   0.992982796092E-08
 36   0.904867315286E-08
 37   0.858813822217E-08
 38   0.775095695050E-08
 39   0.758839225889E-08
 40   0.682930961675E-08
 41   0.671091314056E-08
 42   0.696657863408E-08
 43   0.632258300580E-08
 44   0.612426974171E-08
 45   0.622727623386E-08
 46   0.639091455709E-08
 47   0.602037693643E-08
 48   0.543206377942E-08
 49   0.512628518189E-08
 50   0.542173391151E-08
 51   0.494241600761E-08
 52   0.494263764987E-08
 53   0.520572056019E-08
 54   0.501498124049E-08
 55   0.442622342895E-08
 56   0.482493951604E-08
 57   0.476615888057E-08
 58   0.407230991224E-08
 59   0.431158744673E-08
 60   0.397533021023E-08
 61   0.378539205582E-08
 62   0.391513915688E-08
 63   0.362366431978E-08
 64   0.338005568969E-08
 65   0.324516073795E-08
 66   0.346318329878E-08
 67   0.331400841203E-08
 68   0.329956234457E-08
 69   0.339890768286E-08
 70   0.276213403143E-08
