2   0   -0.49999999951975743   -0.49999999951975743
2   1   5.3679191165193700E-005   5.3679191165193700E-005
2   2   2.9999999990395150   2.9999999990395150
3   0   -2.6839595572571669E-005   -2.6839595572571669E-005
3   1   -1.4999999973586657   -1.4999999973586657
3   2   2.6839595578300346E-004   2.6839595578300346E-004
3   3   14.999999992796363   14.999999992796363
4   0   0.37499999879939350   0.37499999879939350
4   1   -1.3419797781273244E-004   -1.3419797781273247E-004
4   2   -7.4999999807902960   -7.4999999807902968
4   3   1.8787716901802688E-003   1.8787716901802691E-003
4   4   104.99999993276606   104.99999993276606
5   0   3.3549494433490793E-005   3.3549494433490793E-005
5   1   1.8749999912956028   1.8749999912956030
5   2   -9.3938584433824574E-004   -9.3938584433824596E-004
5   3   -52.499999823510834   -52.499999823510855
5   4   1.6908945208915619E-002   1.6908945208915623E-002
5   5   944.99999924361805   944.99999924361805
6   0   -0.31249999789893862   -0.31249999789893862
6   1   2.3484646089658937E-004   2.3484646089658935E-004
6   2   13.124999920159670   13.124999920159668
6   3   -8.4544725958862806E-003   -8.4544725958862824E-003
6   4   -472.49999803340643   -472.49999803340665
6   5   0.18599839726829703   0.18599839726829706
6   6   10394.999990015760   10394.999990015760
7   0   -3.9141076784769532E-005   -3.9141076784769532E-005
7   1   -2.1874999807402702   -2.1874999807402711
7   2   2.1136181468286888E-003   2.1136181468286884E-003
7   3   118.12499911125109   118.12499911125107
7   4   -9.2999198520011830E-002   -9.2999198520011858E-002
7   5   -5197.4999742073687   -5197.4999742073715
7   6   2.4179791641007893   2.4179791641007902
7   7   135134.99984857233   135134.99984857233
8   0   0.27343749684840796   0.27343749684840796
8   1   -3.5226969078096758E-004   -3.5226969078096764E-004
8   2   -19.687499785691731   -19.687499785691742
8   3   2.3249799601468807E-002   2.3249799601468796E-002
8   4   1299.3749883517166   1299.3749883517160
8   5   -1.2089895803085697   -1.2089895803085700
8   6   -67567.499610614483   -67567.499610614526
8   7   36.269687455705757   36.269687455705757
8   8   2027024.9974040973   2027024.9974040973
9   0   4.4033711302977575E-005   4.4033711302977575E-005
9   1   2.4609374649385387   2.4609374649385387
9   2   -3.8749665954891017E-003   -3.8749665954891052E-003
9   3   -216.56249719193124   -216.56249719193158
9   4   0.30224739464168648   0.30224739464168626
9   5   16891.874824235725   16891.874824235714
9   6   -18.134843697854784   -18.134843697854791
9   7   -1013512.4933479973   -1013512.4933479980
9   8   616.58468664829445   616.58468664829468
9   9   34459424.950353362   34459424.950353362
10   0   -0.24609374566656098   -0.24609374566656098
10   1   4.8437082384167622E-004   4.8437082384167617E-004
10   2   27.070312040655477   27.070312040655462
10   3   -5.0374565701038279E-002   -5.0374565701038342E-002
10   4   -2815.3124576362943   -2815.3124576363002
10   5   4.5337109169641776   4.5337109169641723
10   6   253378.12199848704   253378.12199848689
10   7   -308.29234274837739   -308.29234274837739
10   8   -17229712.373125218   -17229712.373125229
10   9   11715.109044442230   11715.109044442233
10   10   654729073.95190430   654729073.95190430
11   0   -4.8437082324721432E-005   -4.8437082324721432E-005
11   1   -2.7070311932319484   -2.7070311932319489
11   2   6.2968207035577900E-003   6.2968207035577883E-003
11   3   351.91405557083158   351.91405557083112
11   4   -0.75561848491077332   -0.75561848491077477
11   5   -42229.686776662224   -42229.686776662362
11   6   77.073085543151990   77.073085543151890
11   7   4307428.0677684490   4307428.0677684452
11   8   -5857.5545100312447   -5857.5545100312447
11   9   -327364534.82735509   -327364534.82735538
11   10   246017.28989390415   246017.28989390424
11   11   13749310550.788988   13749310550.788988
12   0   0.22558593186652928   0.22558593186652928
12   1   -6.2968206944857819E-004   -6.2968206944857830E-004
12   2   -35.191405393712429   -35.191405393712451
12   3   9.4452310457606894E-002   9.4452310457606783E-002
12   4   5278.7108191971347   5278.7108191971156
12   5   -12.845514233201527   -12.845514233201566
12   6   -717904.67370926042   -717904.67370926391
12   7   1464.3886244603461   1464.3886244603434
12   8   81841133.169689775   81841133.169689670
12   9   -123008.64466470970   -123008.64466470970
12   10   -6874655225.8719530   -6874655225.8719597
12   11   5658397.6666539945   5658397.6666539963
12   12   316234142617.52374   316234142617.52374
13   0   5.2473505711781476E-005   5.2473505711781476E-005
13   1   2.9326171025284840   2.9326171025284835
13   2   -9.4452310301366624E-003   -9.4452310301366693E-003
13   3   -527.87107913114244   -527.87107913114369
13   4   1.6056892761513986   1.6056892761513941
13   5   89738.083682140626   89738.083682140001
13   6   -244.06477023547814   -244.06477023547933
13   7   -13640188.772089990   -13640188.772090079
13   8   30752.161095616895   30752.161095616826
13   9   1718663794.0873592   1718663794.0873563
13   10   -2829198.8262315551   -2829198.8262315555
13   11   -158117070068.49731   -158117070068.49750
13   12   141459941.64370483   141459941.64370489
13   13   7905853564172.5176   7905853564172.5176
14   0   -0.20947264920816161   -0.20947264920816161
14   1   7.8710258454272165E-004   7.8710258454272176E-004
14   2   43.989256361881331   43.989256361881296
14   3   -0.16056892731525901   -0.16056892731525929
14   4   -8973.8083150621569   -8973.8083150622060
14   5   30.508096215946154   30.508096215945997
14   6   1705023.5853206725   1705023.5853206525
14   7   -5125.3601708426713   -5125.3601708427041
14   8   -286443963.61778456   -286443963.61778712
14   9   707299.70478403009   707299.70478402812
14   10   39529267207.058365   39529267207.058289
14   11   -70729970.629369691   -70729970.629369691
14   12   -3952926748548.4927   -3952926748548.4980
14   13   3819418423.7686148   3819418423.7686167
14   14   213458046198487.44   213458046198487.44
15   0   -5.6221613088622922E-005   -5.6221613088622922E-005
15   1   -3.1420897235357588   -3.1420897235357592
15   2   1.3380743917948263E-002   1.3380743917948261E-002
15   3   747.81735515920275   747.81735515920093
15   4   -3.0508096152456963   -3.0508096152457083
15   5   -170502.35741300241   -170502.35741300441
15   6   640.67001988533116   640.67001988532559
15   7   35805495.194294207   35805495.194293521
15   8   -117883.28383502687   -117883.28383502792
15   9   -6588211149.4986210   -6588211149.4986992
15   10   17682492.609221790   17682492.609221734
15   11   988231678752.68677   988231678752.68433
15   12   -1909709206.2796633   -1909709206.2796633
15   13   -106729022125382.92   -106729022125383.08
15   14   110763134271.55878   110763134271.55882
15   15   6190283338765190.0   6190283338765190.0
16   0   0.19638060668357124   0.19638060668357124
16   1   -9.5576742092558893E-004   -9.5576742092558914E-004
16   2   -53.415525052134555   -53.415525052134605
16   3   0.25423413407473511   0.25423413407473477
16   4   14208.529691162083   14208.529691161972
16   5   -64.067001841530768   -64.067001841531308
16   6   -3580549.4936362836   -3580549.4936363669
16   7   14735.410442423265   14735.410442423055
16   8   823526387.22765088   823526387.22762716
16   9   -2947082.0935168066   -2947082.0935168406
16   10   -164705278394.70483   -164705278394.70737
16   11   477427300.16875631   477427300.16875458
16   12   26682255287880.691   26682255287880.613
16   13   -55381566961.424004   -55381566961.424011
16   14   -3095141639158740.0   -3095141639158745.0
16   15   3433657161868.6597   3433657161868.6611
16   16   1.9189878347100157E+017   1.9189878347100157E+017
17   0   5.9735463696286747E-005   5.9735463696286747E-005
17   1   3.3384702959846795   3.3384702959846790
