 200.00 15.00 10 
 200.00 30.00 14 
 200.00 45.00 18 
 200.00 60.00 21 
 200.00 75.00 23 
 200.00 90.00 26 
 200.00 105.00 30 
 200.00 120.00 33 
 200.00 135.00 37 
 200.00 150.00 40 
 200.00 165.00 43 
 200.00 180.00 47 
 200.00 195.00 50 
 200.00 210.00 50 
 200.00 225.00 50 
 200.00 240.00 50 
 200.00 255.00 50 
 200.00 270.00 50 
 200.00 285.00 50 
 200.00 300.00 50 
 200.00 315.00 50 
 200.00 330.00 50 
 200.00 345.00 50 
 200.00 360.00 50 
 200.00 375.00 50 
 200.00 390.00 50 
 200.00 405.00 50 
 200.00 420.00 50 
 200.00 435.00 50 
 200.00 450.00 50 
 200.00 465.00 50 
 200.00 480.00 50 
 200.00 495.00 50 
 200.00 510.00 50 
 200.00 525.00 50 
 200.00 540.00 50 
 200.00 555.00 50 
 200.00 570.00 50 
 200.00 585.00 50 
 200.00 600.00 50 
 200.00 615.00 50 
 200.00 630.00 50 
 200.00 645.00 50 
 200.00 660.00 50 
 200.00 675.00 50 
 200.00 690.00 50 
 200.00 705.00 50 
 200.00 720.00 50 
 
 250.00 15.00 10 
 250.00 30.00 14 
 250.00 45.00 18 
 250.00 60.00 22 
 250.00 75.00 25 
 250.00 90.00 26 
 250.00 105.00 29 
 250.00 120.00 32 
 250.00 135.00 36 
 250.00 150.00 39 
 250.00 165.00 43 
 250.00 180.00 47 
 250.00 195.00 50 
 250.00 210.00 50 
 250.00 225.00 50 
 250.00 240.00 50 
 250.00 255.00 50 
 250.00 270.00 50 
 250.00 285.00 50 
 250.00 300.00 50 
 250.00 315.00 50 
 250.00 330.00 50 
 250.00 345.00 50 
 250.00 360.00 50 
 250.00 375.00 50 
 250.00 390.00 50 
 250.00 405.00 50 
 250.00 420.00 50 
 250.00 435.00 50 
 250.00 450.00 50 
 250.00 465.00 50 
 250.00 480.00 50 
 250.00 495.00 50 
 250.00 510.00 50 
 250.00 525.00 50 
 250.00 540.00 50 
 250.00 555.00 50 
 250.00 570.00 50 
 250.00 585.00 50 
 250.00 600.00 50 
 250.00 615.00 50 
 250.00 630.00 50 
 250.00 645.00 50 
 250.00 660.00 50 
 250.00 675.00 50 
 250.00 690.00 50 
 250.00 705.00 50 
 250.00 720.00 50 
 
 300.00 15.00 10 
 300.00 30.00 14 
 300.00 45.00 17 
 300.00 60.00 20 
 300.00 75.00 23 
 300.00 90.00 26 
 300.00 105.00 29 
 300.00 120.00 33 
 300.00 135.00 39 
 300.00 150.00 39 
 300.00 165.00 44 
 300.00 180.00 46 
 300.00 195.00 50 
 300.00 210.00 50 
 300.00 225.00 50 
 300.00 240.00 50 
 300.00 255.00 50 
 300.00 270.00 50 
 300.00 285.00 50 
 300.00 300.00 50 
 300.00 315.00 50 
 300.00 330.00 50 
 300.00 345.00 50 
 300.00 360.00 50 
 300.00 375.00 50 
 300.00 390.00 50 
 300.00 405.00 50 
 300.00 420.00 50 
 300.00 435.00 50 
 300.00 450.00 50 
 300.00 465.00 50 
 300.00 480.00 50 
 300.00 495.00 50 
 300.00 510.00 50 
 300.00 525.00 50 
 300.00 540.00 50 
 300.00 555.00 50 
 300.00 570.00 50 
 300.00 585.00 50 
 300.00 600.00 50 
 300.00 615.00 50 
 300.00 630.00 50 
 300.00 645.00 50 
 300.00 660.00 50 
 300.00 675.00 50 
 300.00 690.00 50 
 300.00 705.00 50 
 300.00 720.00 50 
 
 350.00 15.00 10 
 350.00 30.00 14 
 350.00 45.00 16 
 350.00 60.00 20 
 350.00 75.00 23 
 350.00 90.00 25 
 350.00 105.00 29 
 350.00 120.00 32 
 350.00 135.00 34 
 350.00 150.00 38 
 350.00 165.00 41 
 350.00 180.00 44 
 350.00 195.00 48 
 350.00 210.00 50 
 350.00 225.00 50 
 350.00 240.00 50 
 350.00 255.00 50 
 350.00 270.00 50 
 350.00 285.00 50 
 350.00 300.00 50 
 350.00 315.00 50 
 350.00 330.00 50 
 350.00 345.00 50 
 350.00 360.00 50 
 350.00 375.00 50 
 350.00 390.00 50 
 350.00 405.00 50 
 350.00 420.00 50 
 350.00 435.00 50 
 350.00 450.00 50 
 350.00 465.00 50 
 350.00 480.00 50 
 350.00 495.00 50 
 350.00 510.00 50 
 350.00 525.00 50 
 350.00 540.00 50 
 350.00 555.00 50 
 350.00 570.00 50 
 350.00 585.00 50 
 350.00 600.00 50 
 350.00 615.00 50 
 350.00 630.00 50 
 350.00 645.00 50 
 350.00 660.00 50 
 350.00 675.00 50 
 350.00 690.00 50 
 350.00 705.00 50 
 350.00 720.00 50 
 
 400.00 15.00 10 
 400.00 30.00 14 
 400.00 45.00 17 
 400.00 60.00 20 
 400.00 75.00 22 
 400.00 90.00 25 
 400.00 105.00 29 
 400.00 120.00 31 
 400.00 135.00 35 
 400.00 150.00 39 
 400.00 165.00 41 
 400.00 180.00 44 
 400.00 195.00 47 
 400.00 210.00 50 
 400.00 225.00 50 
 400.00 240.00 50 
 400.00 255.00 50 
 400.00 270.00 50 
 400.00 285.00 50 
 400.00 300.00 50 
 400.00 315.00 50 
 400.00 330.00 50 
 400.00 345.00 50 
 400.00 360.00 50 
 400.00 375.00 50 
 400.00 390.00 50 
 400.00 405.00 50 
 400.00 420.00 50 
 400.00 435.00 50 
 400.00 450.00 50 
 400.00 465.00 50 
 400.00 480.00 50 
 400.00 495.00 50 
 400.00 510.00 50 
 400.00 525.00 50 
 400.00 540.00 50 
 400.00 555.00 50 
 400.00 570.00 50 
 400.00 585.00 50 
 400.00 600.00 50 
 400.00 615.00 50 
 400.00 630.00 50 
 400.00 645.00 50 
 400.00 660.00 50 
 400.00 675.00 50 
 400.00 690.00 50 
 400.00 705.00 50 
 400.00 720.00 50 
 
 450.00 15.00 9 
 450.00 30.00 13 
 450.00 45.00 17 
 450.00 60.00 19 
 450.00 75.00 25 
 450.00 90.00 24 
 450.00 105.00 28 
 450.00 120.00 32 
 450.00 135.00 35 
 450.00 150.00 38 
 450.00 165.00 42 
 450.00 180.00 43 
 450.00 195.00 48 
 450.00 210.00 50 
 450.00 225.00 50 
 450.00 240.00 50 
 450.00 255.00 50 
 450.00 270.00 50 
 450.00 285.00 50 
 450.00 300.00 50 
 450.00 315.00 50 
 450.00 330.00 50 
 450.00 345.00 50 
 450.00 360.00 50 
 450.00 375.00 50 
